region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
Rest of the world,Projection-APS,EV stock,Cars,PHEV,2022,Vehicles,550000.0,55054.20352998433,200.0,4.72,2309.0,184.72,31.0,155.0,1932.0,5.0,196.0,50168.372856924274
Rest of the world,Projection-APS,EV sales,Trucks,BEV,2022,Vehicles,1800.0,72181.0,369.0,9.08,1781.0,262.88,56.81868418892236,184.28,2287.0,2.0,298.0,86368.0
Rest of the world,Projection-APS,EV stock,Trucks,BEV,2022,Vehicles,2400.0,55141.26858068418,320.47446291998403,6.464052795338584,3019.25196837635,402.82,73.0,304.17,1819.0,2.0,186.71825356356533,62042.0
Rest of the world,Projection-APS,EV stock,Trucks,FCEV,2022,Vehicles,5.0,54932.766564409634,560.0,10.12,1723.0,385.95,77.0,116.34521780079848,1732.0,6.0,186.84473027006854,91436.0
Rest of the world,Projection-APS,EV stock,Trucks,PHEV,2022,Vehicles,13.0,77568.0,367.0,9.57,3520.0,516.74,60.36089087124695,203.5982740678903,1231.0,7.0,116.0,99731.0
Rest of the world,Projection-APS,EV sales,Trucks,FCEV,2022,Vehicles,18.0,41595.0,486.4675030105536,7.68,2539.510375681271,490.1677041895046,93.0,205.3,1747.6914033404914,4.477124023054272,115.0,68604.0
Rest of the world,Historical,EV sales,Cars,PHEV,2022,Vehicles,7900.0,78826.0,599.7124428537577,2.89,4696.0,976.77,71.03564401701912,75.13356642472706,1750.2937784811397,4.0,262.0,27572.0
Rest of the world,Historical,EV stock,Cars,PHEV,2022,Vehicles,24000.0,31474.0,109.0,8.5,347.0,15.13,134.70987312368376,834.86,2427.0,3.0,276.0,77164.0
Rest of the world,Historical,EV sales,Trucks,BEV,2022,Vehicles,18.0,52432.0,507.0,5.78,591.0,240.9610534298211,64.0,116.4836797131646,1788.0,2.0,296.0,50169.442183350315
Rest of the world,Historical,EV stock,Cars,FCEV,2022,Vehicles,5.0,32607.0,132.0,1.51,3048.0927451827397,238.34,95.0,719.7,2021.0,5.0,188.22665576198207,48709.0
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available fast,2022,charging points,35000.0,58119.0,540.0,10.31,55.39375211270908,156.82,76.0,140.74,1747.7322984920058,2.0,111.0,2276.0
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available slow,2022,charging points,230000.0,38083.0,248.0,2.68,369.0,36.6,94.0,379.03,1745.298009357654,4.0,182.0,2751.0
Rest of the world,Historical,EV stock,Cars,BEV,2022,Vehicles,93000.0,56794.0,151.0,11.29,2162.0,130.58,83.0,549.67,1129.0,5.0,249.0,50167.86717546626
Rest of the world,Historical,EV stock,Trucks,BEV,2022,Vehicles,110.0,54902.748728102466,589.0,1.49,1337.0,315.0,98.0,166.38,1002.0,6.0,147.0,50168.56154921626
Rest of the world,Historical,EV sales,Cars,FCEV,2022,Vehicles,1.0,56447.0,339.3877754715542,10.91,1012.0,118.2,38.0,130.14,1932.0,7.0,186.75528848862928,61862.0
Rest of the world,Projection-APS,Electricity demand,Buses,EV,2022,GWh,680.0,32195.0,477.0,5.48,2916.0,556.37,84.0,176.1,1596.0,3.0,97.0,53387.0
Rest of the world,Projection-APS,Electricity demand,Trucks,EV,2022,GWh,69.0,40802.0,596.0,6.74,1670.0,398.13,54.0,-3.8314558880014715,2288.0,7.0,229.0,32366.0
Rest of the world,Projection-APS,Electricity demand,Vans,EV,2022,GWh,300.0,58496.0,171.0,7.07,1515.0,23.279825939068814,69.0,403.51,1748.3864185477519,6.0,211.0,26243.0
Rest of the world,Projection-APS,Electricity demand,Cars,EV,2022,GWh,2000.0,55373.62260464241,397.34030877349926,7.16,4879.0,732.2154531426681,86.0,258.26,1284.0,2.0,90.0,84521.0
Rest of the world,Projection-APS,EV charging points,EV,Publicly available fast,2022,charging points,35000.0,41716.0,302.0,3.64,4131.0,499.02,59.82271265485349,252.4282221744861,1038.0,2.0,88.0,569.0
Rest of the world,Projection-APS,EV charging points,EV,Publicly available slow,2022,charging points,230000.0,54147.0,188.0,6.536923946981486,3737.0,281.02,20.0,106.38,1748.3364840609756,6.0,186.72878727686083,50168.40583567282
Rest of the world,Projection-APS,Oil displacement Mbd,Buses,EV,2022,Milion barrels per day,0.00179999996908,34786.0,586.0,11.31,4589.0,1075.66,60.0,102.39,1820.0,5.0,152.0,37706.0
Rest of the world,Projection-APS,Oil displacement Mbd,Trucks,EV,2022,Milion barrels per day,0.000530000019353,40285.0,234.0,10.54,3608.971601566552,398.17,60.0,256.41,1747.880157392939,3.0,187.70152705224334,83274.0
Rest of the world,Projection-APS,Oil displacement Mbd,Vans,EV,2022,Milion barrels per day,0.0046999999322,69062.0,324.0,6.479708743127422,437.0,56.64,82.0,326.3049384490928,1551.0,3.0,299.0,87917.0
Rest of the world,Projection-APS,Oil displacement Mbd,Cars,EV,2022,Milion barrels per day,0.029999999329448,70446.0,422.6921001151175,6.401654028596517,1756.0,272.53,96.0,247.42,1406.0,5.0,141.0,28578.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",110.0,63310.0,294.68399105906303,6.462744746198978,1308.0,123.48,96.0,406.78,1798.0,7.0,203.0,90102.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",31.0,55008.8128373241,310.0,8.02,1862.0,230.89,48.0,154.84,1747.8756016585005,4.52848924049299,227.0,25349.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Vans,EV,2022,"Oil displacement, million lge",270.0,48627.0,412.0,10.5,4689.0,772.75,86.0,208.74,1036.0,5.0,187.05197090631742,50169.89606219561
Rest of the world,Projection-APS,"Oil displacement, million lge",Cars,EV,2022,"Oil displacement, million lge",1700.0,75140.0,395.2882707258495,6.4395228738904855,291.0,66.23,42.692653091324274,86.12,2295.0,4.586389629803715,259.0,50162.65306198366
Rest of the world,Historical,EV sales share,Buses,EV,2022,percent,0.25,49397.0,335.0,10.73,3755.7501804075264,522.47,29.175298178779215,62.69,1097.0,2.0,240.0,50169.82139429247
Rest of the world,Historical,EV stock share,Buses,EV,2022,percent,0.032000001519919,43293.0,464.0,8.91,3471.0,644.22,57.0,122.84,1894.0,6.0,208.0,45457.0
Rest of the world,Historical,EV sales share,Cars,EV,2022,percent,0.670000016689301,69714.0,305.13909065551,3.43,4770.0,623.9163325964073,73.0,297.339594202313,1825.0,5.0,109.0,12599.0
Rest of the world,Historical,EV stock share,Cars,EV,2022,percent,0.068000003695488,39797.0,538.0,6.464219409229506,3030.0,652.06,69.0,128.25,1745.813648014517,4.484210373213964,250.0,24732.0
Rest of the world,Historical,EV stock share,Cars,EV,2023,percent,0.140000000596046,48940.0,417.0,7.2,647.0,107.92,56.779805901640415,146.28,1747.6540084293558,5.0,136.0,33518.0
Rest of the world,Historical,EV sales share,Cars,EV,2023,percent,1.5,60974.0,475.0,5.46,609.0,115.71,39.0,82.11,1748.4709100201494,7.0,96.0,15933.0
Rest of the world,Historical,EV stock share,Buses,EV,2023,percent,0.039000000804663,30696.0,286.0,6.4781892833565236,2360.0,269.98,94.0,328.67,2343.0,6.0,123.0,28427.0
Rest of the world,Historical,EV sales share,Buses,EV,2023,percent,0.109999999403954,66401.0,484.0,11.01,2417.0,467.93,68.0,144.91823151116898,1357.0,6.0,201.0,35437.0
Rest of the world,Projection-APS,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,0.003100000089034,46006.0,466.0,8.06,1682.0,313.52,49.0,81.8602433134408,1461.0,7.0,85.0,27566.0
Rest of the world,Projection-APS,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,0.001500000013039,54941.48417331057,255.0,5.26,1706.0,174.01,68.0,266.67,1646.0,4.0,130.0,82438.0
Rest of the world,Projection-APS,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,0.008600000292063,33381.0,432.0,8.41,-42.035451928258226,33.0,51.0,118.06,1653.0,4.545100515544752,217.0,56702.0
Rest of the world,Projection-APS,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,0.054999999701977,74981.0,402.0,5.19,1568.0,252.13,53.0,131.84,2453.0,4.539954551985004,103.0,7783.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",180.0,60026.0,433.0,5.47,2105.0,382.95788752329094,86.0,253.6978937493548,2259.0,4.505387735703074,161.0,94616.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",89.0,63192.0,460.6417595199661,6.387814514619515,3601.0,666.91,45.0,97.19,1749.8452008597426,5.0,90.0,61676.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",500.0,58849.0,296.53561682327404,6.425231690504066,838.0,75.42,85.0,377.78,2037.0,4.0,116.0,70100.0
Rest of the world,Projection-APS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",3200.0,54940.87149380447,490.0,6.447249231062457,1530.0,357.32751066278973,60.0,122.45,1748.8108650161882,5.0,210.0,50168.5282356851
Rest of the world,Projection-APS,EV charging points,EV,Publicly available fast,2023,charging points,38000.0,53435.0,128.0,11.73,2337.7387459276783,92.57,32.0,273.55826872754193,1882.0,4.524611828494312,176.0,26413.0
Rest of the world,Projection-APS,EV charging points,EV,Publicly available slow,2023,charging points,240000.0,32077.0,569.0,6.14,5860.123014091243,1107.73,61.82562239324116,68.54,1768.0,3.0,275.0,45431.0
Rest of the world,Projection-APS,Electricity demand,Buses,EV,2023,GWh,900.0,55293.664795366545,598.0,6.403547040081406,3910.0,935.27,93.0,155.52,1029.0,4.0,287.0,9458.0
Rest of the world,Projection-APS,Electricity demand,Trucks,EV,2023,GWh,330.0,66345.0,145.0,11.33,1033.0,59.91,55.0,379.31,2269.0,4.48694373307001,187.0,33983.0
Rest of the world,Projection-APS,Electricity demand,Vans,EV,2023,GWh,1000.0,46095.0,346.1875202033689,10.73,2400.0,297.6,44.70949829559224,135.48,1216.0,2.0,158.0,10534.0
Rest of the world,Projection-APS,Electricity demand,Cars,EV,2023,GWh,7900.0,55393.3883455401,382.0,8.36,4674.0,714.19,46.0,120.42,2349.0,5.0,255.0,41682.0
Rest of the world,Historical,EV stock,Trucks,BEV,2023,Vehicles,210.0,41637.0,172.46645813741523,9.99,3737.0,287.0,72.0,375.0,1747.6534105972949,4.506834453022014,227.0,73087.0
Rest of the world,Historical,EV sales,Trucks,FCEV,2023,Vehicles,1.0,52721.0,428.0,8.71,3379.0,578.48,51.0,123.75445114992587,1466.0,7.0,134.0,50168.88546664239
Rest of the world,Historical,EV stock,Trucks,FCEV,2023,Vehicles,1.0,79203.0,262.0,3.55,1461.0,153.11,25.0,95.42,2294.0,4.543975166007595,80.0,7262.0
Rest of the world,Historical,EV stock,Cars,BEV,2023,Vehicles,190000.0,30591.0,158.49570612882547,4.1,4477.0,365.32,94.0,460.78,1746.7118739273853,4.0,106.0,87454.0
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available fast,2023,charging points,38000.0,65255.0,390.0,5.43,3466.253078521143,540.85,53.5749947095164,151.28,1749.7050040201375,6.0,192.0,50165.09586781174
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available slow,2023,charging points,240000.0,57979.0,104.0,5.47,1863.0,8.440846200264843,98.0,548.6584193661872,2461.0,3.0,142.0,90385.0
Rest of the world,Historical,EV stock,Cars,FCEV,2023,Vehicles,5.0,49269.0,173.0,8.82,2329.0,161.17,75.0,433.53,1747.9939813525582,4.0,289.0,50170.115633972426
Rest of the world,Historical,EV sales,Trucks,BEV,2023,Vehicles,110.0,37898.0,292.0,5.61,2687.0,313.84,26.0,89.04,2048.0,5.0,215.0,6028.0
Rest of the world,Historical,EV stock,Cars,PHEV,2023,Vehicles,49000.0,48643.0,593.0,9.45,1403.0,332.79,97.0,163.58,1921.0,6.0,109.0,50170.45090539909
Rest of the world,Historical,EV sales,Cars,PHEV,2023,Vehicles,26000.0,54962.102763206705,254.0,6.74,1333.0,135.43,25.0,98.43,2289.0,3.0,94.0,3903.0
Rest of the world,Projection-APS,EV sales,Trucks,FCEV,2023,Vehicles,41.0,68444.0,333.0,6.446153403150271,4734.0,638.8001226505523,75.0,225.23,1748.7977670831274,4.0,238.0,20528.0
Rest of the world,Projection-APS,EV stock,Trucks,PHEV,2023,Vehicles,13.0,70667.0,228.0,10.12,2280.497639870796,179.48,83.0,364.04,1653.0,6.0,238.0,65317.0
Rest of the world,Projection-APS,EV stock,Trucks,FCEV,2023,Vehicles,36.0,55191.64374121944,400.0,2.11,3345.0,535.2,81.0,202.5,1579.0,3.0,234.0,50168.14926212141
Rest of the world,Projection-APS,EV stock,Trucks,BEV,2023,Vehicles,5500.0,72512.0,384.0,9.75,798.0,122.57,39.0,101.56,1069.0,5.0,294.0,53444.0
Rest of the world,Projection-APS,EV sales,Trucks,BEV,2023,Vehicles,3300.0,55405.063825942096,334.8945532665118,5.0,4915.0,673.8403520850868,97.0,371.61562852099627,1383.0,4.0,276.0,54400.0
Rest of the world,Projection-APS,EV stock,Cars,PHEV,2023,Vehicles,740000.0,37681.0,365.0,7.58,3647.0,532.46,65.0,178.08,1852.0,3.0,128.0,62887.0
Rest of the world,Projection-APS,EV sales,Cars,PHEV,2023,Vehicles,200000.0,62246.0,212.0,6.4542997361808245,543.0,46.05,23.0,108.49,1748.3880347749127,2.0,242.0,8786.0
Rest of the world,Projection-APS,EV stock,Cars,FCEV,2023,Vehicles,42000.0,50359.0,236.0,11.67,4625.0,436.6,85.0,360.17,2455.0,4.0,105.0,49637.0
Rest of the world,Projection-APS,EV sales,Cars,FCEV,2023,Vehicles,4600.0,76827.0,174.0,11.17,3461.75013553428,313.34,65.0,373.56,1749.58811479805,6.0,185.1608011246137,8181.0
Rest of the world,Projection-APS,EV stock,Cars,BEV,2023,Vehicles,1700000.0,31598.0,529.0,6.513852674492387,1051.0,222.39,48.0,90.74,1913.0,5.0,200.0,39692.0
Rest of the world,Projection-APS,EV sales,Cars,BEV,2023,Vehicles,690000.0,55098.94279450364,213.0,10.11,2777.0,236.6,58.0,272.3,2498.0,4.0,276.0,85563.0
Rest of the world,Projection-APS,EV stock,Vans,PHEV,2023,Vehicles,150.0,57036.0,266.0,6.486695053899553,3022.0,333.1301721504131,61.0,282.4515573399497,1660.0,5.0,268.0,10536.0
Rest of the world,Projection-APS,EV sales,Vans,PHEV,2023,Vehicles,4100.0,41442.0,388.82790448139696,10.95,535.0,114.27714239069616,59.70563965788418,189.98,2311.0,4.5348251862483435,126.0,89537.0
Rest of the world,Projection-APS,EV stock,Vans,FCEV,2023,Vehicles,10.0,54990.294766577994,183.0,8.76,2041.0,149.4,63.0,344.26,1402.0,4.0,92.0,77286.0
Rest of the world,Projection-APS,EV sales,Vans,FCEV,2023,Vehicles,1.0,55149.78835376708,157.36357561506367,2.45,3006.0,199.6,65.0,391.57,1757.0,4.475741975791371,102.0,52838.0
Rest of the world,Projection-APS,EV stock,Vans,BEV,2023,Vehicles,150000.0,53394.0,410.0,10.64,4165.0,648.5736889321456,34.0,82.93,1507.0,5.0,254.0,50168.55173726333
Rest of the world,Projection-APS,EV sales,Vans,BEV,2023,Vehicles,57000.0,58906.0,481.0,4.31,695.0,133.72,75.0,155.93,1056.0,6.0,103.0,71974.0
Rest of the world,Projection-APS,EV stock,Buses,PHEV,2023,Vehicles,49.0,39806.0,338.50330877186383,10.03,461.0,48.41850842869417,47.0,185.04,2264.0,7.0,205.0,19681.0
Rest of the world,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,690000.0,48823.0,299.0,4.23,698.0,83.48,71.0,237.46,1404.0,6.0,166.0,7777.0
Rest of the world,Projection-STEPS,EV stock,Vans,PHEV,2023,Vehicles,150.0,40887.0,214.5356956470692,10.31,1308.0,80.57,57.0,370.13,1989.0,4.498302423115765,236.0,50172.81587892159
Rest of the world,Projection-STEPS,EV sales,Vans,PHEV,2023,Vehicles,4100.0,54691.0,121.0,8.89,2678.0,129.62,61.0,504.13,1607.0,6.0,186.7147104496327,33757.0
Rest of the world,Projection-STEPS,EV stock,Vans,FCEV,2023,Vehicles,10.0,30214.0,320.0,6.556373439101001,479.0,61.31,27.0,84.38,1314.0,7.0,244.0,50176.158720862506
Rest of the world,Projection-STEPS,EV sales,Vans,FCEV,2023,Vehicles,1.0,61505.0,378.0,3.12,1500.0,226.8,89.0,235.45,1750.5260826837093,4.528398587701071,297.0,75841.0
Rest of the world,Projection-STEPS,EV stock,Vans,BEV,2023,Vehicles,150000.0,55370.88561252853,581.0,5.2,4635.6397149003315,923.09,85.0,140.81922488830003,1748.3045894428394,6.0,283.0,50167.87651367641
Rest of the world,Projection-STEPS,EV sales,Vans,BEV,2023,Vehicles,57000.0,55236.020174600235,476.0,2.59,3677.2642297477246,656.31,86.0,180.67,1502.0,5.0,227.0,50168.07730380809
Rest of the world,Projection-STEPS,EV stock,Buses,PHEV,2023,Vehicles,49.0,35398.0,243.0,6.503713678643693,1709.0,166.11,67.0,275.72,1745.493744056755,3.0,188.125502095257,23715.0
Rest of the world,Projection-STEPS,EV stock,Buses,FCEV,2023,Vehicles,1200.0,78839.0,328.0,8.51,3795.0,497.9,47.577497876900864,161.59,1368.0,5.0,293.0,10648.0
Rest of the world,Projection-STEPS,EV sales,Buses,FCEV,2023,Vehicles,370.0,50985.0,161.0,6.78,2670.0,171.95,61.0,378.88,2378.0,4.53703876881272,296.0,24169.0
Rest of the world,Projection-STEPS,EV stock,Buses,BEV,2023,Vehicles,17000.0,56052.0,351.0,10.17,1480.0,194.44919029575823,90.0,256.41,2177.0,5.0,186.75750708618457,50168.212228295386
Rest of the world,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,7600.0,48481.0,176.0,6.518229244990973,2157.0,121.0415353025283,68.0,386.36,2033.0,4.0,266.0,31264.0
Rest of the world,Projection-STEPS,EV sales share,Trucks,EV,2023,percent,0.129999995231628,74064.0,564.0,6.375798026142534,5570.9208648034055,1074.08,21.0,37.23,1356.0,2.0,185.0,50162.0754528026
Rest of the world,Projection-STEPS,EV stock share,Trucks,EV,2023,percent,0.016000000759959,72642.0,275.0,6.447761498182979,291.0,32.01,60.0,280.781479473694,1348.0,6.0,231.0,78481.0
Rest of the world,Projection-STEPS,EV stock share,Cars,EV,2023,percent,0.579999983310699,71341.0,318.0,1.68,172.0,21.88,64.0,201.26,1146.0,4.0,185.74994564216627,86267.0
Rest of the world,Projection-STEPS,EV sales share,Cars,EV,2023,percent,3.90000009536743,72766.0,262.0,6.45,3789.0,397.09,28.009483892435966,99.24,2202.0,5.0,106.0,94456.0
Rest of the world,Projection-STEPS,EV stock share,Vans,EV,2023,percent,0.189999997615814,77127.0,220.0,6.378455901314507,1611.0,141.77,47.0,213.64,2133.0,4.0,123.0,6540.0
Rest of the world,Projection-STEPS,EV sales share,Vans,EV,2023,percent,1.20000004768372,57778.0,218.48493810659818,11.2,454.0,27.42,77.0,509.93,1496.0,5.0,179.0,57763.0
Rest of the world,Projection-STEPS,EV sales share,Buses,EV,2023,percent,0.560000002384186,52335.0,501.0,7.38,5520.45179936245,986.97,43.0,85.83,1597.0,4.439494002897523,115.0,22345.0
Rest of the world,Projection-STEPS,EV stock share,Buses,EV,2023,percent,0.129999995231628,71222.0,178.0,6.44711523707278,3547.412456822651,327.38,27.0,151.69,1720.0,5.0,117.0,50163.28706273863
Rest of the world,Projection-APS,EV sales share,Trucks,EV,2023,percent,0.129999995231628,75494.0,439.0,9.55,4240.0,744.54,85.0,193.62,1840.0,5.0,242.0,24679.0
Rest of the world,Projection-APS,EV stock share,Cars,EV,2023,percent,0.579999983310699,37217.0,164.0,6.523502667986404,3150.458577121104,273.22,96.0,585.37,2025.0,4.0,187.92960721255815,95168.0
Rest of the world,Projection-APS,EV sales share,Cars,EV,2023,percent,3.90000009536743,62959.0,285.8970077271828,2.63,1106.0,69.46,56.642497890820025,248.1646448535377,1748.9676902504264,7.0,78.0,25531.0
Rest of the world,Projection-APS,EV stock share,Vans,EV,2023,percent,0.189999997615814,77305.0,250.0,3.48,4618.0,461.8,82.0,366.33654503517175,1752.064299813447,4.500948823493938,251.0,81364.0
Rest of the world,Projection-APS,EV stock share,Trucks,EV,2023,percent,0.016000000759959,50722.0,505.0,10.2,2723.0,550.05,96.0,190.1,2007.0,4.495655976949761,202.0,50169.6048686909
Rest of the world,Projection-STEPS,EV sales,Trucks,FCEV,2023,Vehicles,41.0,34118.0,493.0,6.52435183778063,1487.0,293.24,96.0,194.73,1724.0,3.0,290.0,28464.0
Rest of the world,Projection-STEPS,EV stock,Trucks,BEV,2023,Vehicles,5500.0,69229.0,184.0,3.29,4343.0,446.09444648125856,54.0,315.3282762807946,2376.0,4.526933668265836,220.0,98445.0
Rest of the world,Projection-STEPS,EV sales,Trucks,BEV,2023,Vehicles,3300.0,52607.0,219.0,4.61,1862.0,163.11,96.0,458.5087673748069,2117.0,4.4735742690940405,152.0,97621.0
Rest of the world,Projection-STEPS,EV stock,Cars,PHEV,2023,Vehicles,740000.0,55144.818007527065,590.0,5.12,3243.0,765.35,79.0,133.9,1628.0,5.0,247.0,88514.0
Rest of the world,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,200000.0,38781.0,111.0,9.28,663.0,29.44,67.0,603.6,1747.0313643128957,2.0,299.0,50173.5588211971
Rest of the world,Projection-STEPS,EV stock,Cars,FCEV,2023,Vehicles,42000.0,65165.0,407.0,6.4412686526701,3838.0,624.83,20.0,49.14,1796.0,6.0,230.0,29607.0
Rest of the world,Projection-STEPS,EV sales,Cars,FCEV,2023,Vehicles,4600.0,54932.62639830119,376.0,11.35,1712.0,257.48,57.0,151.6,1068.0,4.471455760511277,78.0,81355.0
Rest of the world,Projection-STEPS,EV stock,Cars,BEV,2023,Vehicles,1700000.0,42385.0,411.0,6.09,737.0,161.37959020556428,55.761664860852235,150.85,1642.0,7.0,174.0,87641.0
Rest of the world,Projection-STEPS,EV stock,Trucks,PHEV,2023,Vehicles,13.0,33170.0,504.671955065494,6.46710740008154,3873.1847560053156,722.75,96.0,234.15,1766.0,2.0,197.0,33912.0
Rest of the world,Projection-STEPS,EV stock,Trucks,FCEV,2023,Vehicles,36.0,39353.0,320.0,5.73,4286.455791885802,598.14,65.4445594178968,271.88,1744.7913805939124,4.476153694843545,262.0,3822.0
Rest of the world,Historical,Electricity demand,Buses,EV,2023,GWh,890.0,58392.0,270.0,6.522052806547205,3125.0,337.5,54.0,200.0,1749.0046881794244,6.0,296.0,51754.0
Rest of the world,Historical,Electricity demand,Trucks,EV,2023,GWh,340.0,57057.0,109.0,2.98,91.0,-212.45803269560068,67.0,614.68,2277.0,3.0,95.0,70226.0
Rest of the world,Historical,Electricity demand,Vans,EV,2023,GWh,1000.0,34535.0,306.0,8.45,1346.0,128.45234722079027,90.0,294.12,1892.0,2.0,278.0,50174.72167475344
Rest of the world,Historical,Electricity demand,Cars,EV,2023,GWh,7900.0,38971.0,379.8630012636086,7.29,3005.010342939907,460.65,33.0,98.8,1010.0,4.489652481425193,220.0,95181.0
Rest of the world,Projection-STEPS,Electricity demand,Buses,EV,2023,GWh,890.0,55237.44283305177,241.0,9.13,3971.0,382.8,41.0,170.12,1345.0,4.0,186.6431353748211,96640.0
Rest of the world,Projection-STEPS,Electricity demand,Trucks,EV,2023,GWh,340.0,65795.0,334.0,2.33,3550.0,484.37365197753667,72.21417522180701,293.41,1814.0,7.0,243.0,53522.0
Rest of the world,Projection-STEPS,Electricity demand,Vans,EV,2023,GWh,1000.0,42859.0,230.75673018954163,6.505232442201093,804.0,46.63,52.0,358.62,1358.0,7.0,171.0,88840.0
Rest of the world,Projection-STEPS,Electricity demand,Cars,EV,2023,GWh,7900.0,41042.0,191.0,8.21,4218.0,322.26,69.2355456341794,371.73,2439.0,7.0,158.0,44842.0
Rest of the world,Historical,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,0.003100000089034,56257.0,269.0,7.11,4288.0,518.0544786969479,47.101103757356285,204.46,2235.0,3.0,199.0,9295.0
Rest of the world,Historical,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,0.001500000013039,54877.48657235339,415.434412088844,9.91,1086.3244722454194,189.99,75.0,179.86,2242.0,2.0,227.0,68944.0
Rest of the world,Historical,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,0.008500000461936,35431.0,424.09988447729796,10.26,370.0,88.65,50.0,83.47,1051.0,5.0,140.0,50174.59838546727
Rest of the world,Historical,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,0.054999999701977,54858.73851623674,175.0,5.21,839.0,58.73,46.0,262.86,2356.0,7.0,186.86813154239235,50168.68411293242
Rest of the world,Historical,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",180.0,42731.0,399.0,10.65,3606.0,575.52,35.0,83.1386552807665,1746.9832175308761,6.0,209.0,50171.86455647135
Rest of the world,Historical,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",89.0,70430.0,415.0,8.18,2407.0,399.56,52.998574352259766,127.71,1848.0,6.0,93.0,19176.0
Rest of the world,Historical,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",490.0,39274.0,314.0,2.21,1464.0,183.88,66.70731256020635,286.62,1119.0,6.0,190.0,73644.0
Rest of the world,Historical,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",3200.0,71374.0,309.0,6.450795416630492,730.0,90.23,25.0,80.91,1273.0,3.0,185.7188674467102,62963.0
Rest of the world,Projection-STEPS,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,0.003100000089034,69343.0,180.0,5.28,3740.0,345.9941307440029,51.0,283.33,1805.0,7.0,212.0,50163.824348752074
Rest of the world,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,0.001500000013039,48089.0,443.825540647985,3.52,974.0,226.99290554386022,54.0,107.36,1778.0,3.0,198.0,25827.0
Rest of the world,Projection-STEPS,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,0.008500000461936,70254.0,279.0,12.0,3473.0,387.59,34.0,121.86,1608.0,7.0,124.0,18554.0
Rest of the world,Projection-STEPS,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,0.054999999701977,44425.0,238.0,7.64,1758.0,167.36,37.0,216.04104821269766,2151.0,3.0,151.0,60247.0
Rest of the world,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",180.0,30306.0,589.0,6.455221467564933,2852.0,671.93,76.0,129.03,2385.0,7.0,155.0,78186.0
Rest of the world,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",89.0,72697.0,493.0,3.07,1566.0,308.82,80.0,162.27,1079.0,3.0,137.0,75940.0
Rest of the world,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",490.0,31668.0,230.74605000485286,11.86,4647.0,440.54,39.0,164.56,1240.0,5.0,243.0,1626.0
Rest of the world,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",3200.0,47912.0,395.0,3.88,4703.381975285953,742.76,28.0,64.33168962171578,1297.0,2.0,187.10655124593922,22137.0
Rest of the world,Projection-APS,EV sales share,Vans,EV,2023,percent,1.20000004768372,57540.0,430.0,9.04,1352.0,232.54,64.0,148.84,1897.0,6.0,135.0,14529.0
Rest of the world,Projection-APS,EV sales share,Buses,EV,2023,percent,0.560000002384186,60064.0,447.7653369025842,5.57,2345.0,497.14,21.0,39.62,1524.0,6.0,254.0,70915.0
